id,season,year,month,hour,weekday,holiday,working_day,weather_situation,temperature,feeling_temperature,humidity,windspeed,casual_users,registered_users,total_users,casual_users_fraction,registered_users_fraction,weekday_normalized,hour_normalized,weather_situation_normalized
10592,2,1,3,10,4,False,True,2,0.5,0.4848,1.0,0.0896,32,110,142,0.2254,0.7746,0.6667,0.4348,0.3333
10593,2,1,3,11,4,False,True,2,0.52,0.5,0.94,0.0,53,166,219,0.242,0.758,0.6667,0.4783,0.3333
10594,2,1,3,12,4,False,True,2,0.54,0.5152,0.88,0.194,48,224,272,0.1765,0.8235,0.6667,0.5217,0.3333
10595,2,1,3,13,4,False,True,1,0.58,0.5455,0.78,0.0896,83,215,298,0.2785,0.7215,0.6667,0.5652,0.0
10596,2,1,3,14,4,False,True,1,0.6,0.5909,0.73,0.1045,96,161,257,0.3735,0.6265,0.6667,0.6087,0.0
10597,2,1,3,15,4,False,True,1,0.62,0.6061,0.69,0.194,102,202,304,0.3355,0.6645,0.6667,0.6522,0.0
10598,2,1,3,16,4,False,True,1,0.64,0.6061,0.65,0.194,125,300,425,0.2941,0.7059,0.6667,0.6957,0.0
10599,2,1,3,17,4,False,True,1,0.66,0.6212,0.65,0.1642,154,656,810,0.1901,0.8099,0.6667,0.7391,0.0
10600,2,1,3,18,4,False,True,1,0.66,0.6212,0.65,0.1642,147,654,801,0.1835,0.8165,0.6667,0.7826,0.0
10601,2,1,3,19,4,False,True,1,0.66,0.6212,0.61,0.0,117,469,586,0.1997,0.8003,0.6667,0.8261,0.0
10602,2,1,3,20,4,False,True,1,0.62,0.5909,0.73,0.2836,64,360,424,0.1509,0.8491,0.6667,0.8696,0.0
10603,2,1,3,21,4,False,True,1,0.58,0.5455,0.78,0.1642,66,308,374,0.1765,0.8235,0.6667,0.913,0.0
10604,2,1,3,22,4,False,True,1,0.56,0.5303,0.83,0.194,56,164,220,0.2545,0.7455,0.6667,0.9565,0.0
10605,2,1,3,23,4,False,True,1,0.56,0.5303,0.83,0.0896,34,117,151,0.2252,0.7748,0.6667,1.0,0.0
10606,2,1,3,0,5,False,True,1,0.56,0.5303,0.83,0.0,30,65,95,0.3158,0.6842,0.8333,0.0,0.0
10607,2,1,3,1,5,False,True,1,0.54,0.5152,0.88,0.0,18,32,50,0.36,0.64,0.8333,0.0435,0.0
10608,2,1,3,2,5,False,True,1,0.54,0.5152,0.88,0.0896,12,20,32,0.375,0.625,0.8333,0.087,0.0
10609,2,1,3,3,5,False,True,1,0.52,0.5,0.88,0.1045,4,6,10,0.4,0.6,0.8333,0.1304,0.0
10610,2,1,3,4,5,False,True,2,0.5,0.4848,0.94,0.1045,0,3,3,0.0,1.0,0.8333,0.1739,0.3333
10611,2,1,3,5,5,False,True,2,0.5,0.4848,0.94,0.0,5,29,34,0.1471,0.8529,0.8333,0.2174,0.3333
10612,2,1,3,6,5,False,True,2,0.5,0.4848,0.88,0.0,6,110,116,0.0517,0.9483,0.8333,0.2609,0.3333
10613,2,1,3,7,5,False,True,2,0.5,0.4848,0.93,0.1343,28,318,346,0.0809,0.9191,0.8333,0.3043,0.3333
10614,2,1,3,8,5,False,True,2,0.5,0.4848,0.94,0.1343,47,615,662,0.071,0.929,0.8333,0.3478,0.3333
10615,2,1,3,9,5,False,True,2,0.52,0.5,0.9,0.0896,75,305,380,0.1974,0.8026,0.8333,0.3913,0.3333
10616,2,1,3,10,5,False,True,2,0.56,0.5303,0.88,0.1045,125,150,275,0.4545,0.5455,0.8333,0.4348,0.3333
10617,2,1,3,11,5,False,True,2,0.62,0.5909,0.73,0.1045,131,187,318,0.4119,0.5881,0.8333,0.4783,0.3333
10618,2,1,3,12,5,False,True,2,0.66,0.6212,0.61,0.2239,199,272,471,0.4225,0.5775,0.8333,0.5217,0.3333
10619,2,1,3,13,5,False,True,2,0.7,0.6515,0.48,0.0,172,256,428,0.4019,0.5981,0.8333,0.5652,0.3333
10620,2,1,3,14,5,False,True,2,0.72,0.6515,0.42,0.1045,208,224,432,0.4815,0.5185,0.8333,0.6087,0.3333
10621,2,1,3,15,5,False,True,2,0.72,0.6515,0.42,0.1343,191,281,472,0.4047,0.5953,0.8333,0.6522,0.3333
10622,2,1,3,16,5,False,True,2,0.72,0.6515,0.42,0.1642,219,370,589,0.3718,0.6282,0.8333,0.6957,0.3333
10623,2,1,3,17,5,False,True,2,0.72,0.6515,0.42,0.1642,264,693,957,0.2759,0.7241,0.8333,0.7391,0.3333
10624,2,1,3,18,5,False,True,1,0.7,0.6364,0.45,0.1642,237,593,830,0.2855,0.7145,0.8333,0.7826,0.0
10625,2,1,3,19,5,False,True,1,0.66,0.6212,0.5,0.194,213,473,686,0.3105,0.6895,0.8333,0.8261,0.0
10626,2,1,3,20,5,False,True,1,0.66,0.6212,0.47,0.1343,117,328,445,0.2629,0.7371,0.8333,0.8696,0.0
10627,2,1,3,21,5,False,True,1,0.62,0.6212,0.53,0.1045,64,220,284,0.2254,0.7746,0.8333,0.913,0.0
10628,2,1,3,22,5,False,True,1,0.6,0.6061,0.64,0.2836,53,218,271,0.1956,0.8044,0.8333,0.9565,0.0
10629,2,1,3,23,5,False,True,1,0.6,0.5909,0.69,0.2537,51,125,176,0.2898,0.7102,0.8333,1.0,0.0
10630,2,1,3,0,6,False,False,1,0.58,0.5455,0.68,0.0,45,111,156,0.2885,0.7115,1.0,0.0,0.0
10631,2,1,3,1,6,False,False,1,0.56,0.5303,0.73,0.0896,20,108,128,0.1562,0.8438,1.0,0.0435,0.0
10632,2,1,3,2,6,False,False,1,0.54,0.5152,0.77,0.1045,14,55,69,0.2029,0.7971,1.0,0.087,0.0
10633,2,1,3,3,6,False,False,1,0.54,0.5152,0.77,0.1045,10,22,32,0.3125,0.6875,1.0,0.1304,0.0
10634,2,1,3,4,6,False,False,1,0.52,0.5,0.83,0.0896,1,6,7,0.1429,0.8571,1.0,0.1739,0.0
10635,2,1,3,5,6,False,False,2,0.52,0.5,0.83,0.1642,0,4,4,0.0,1.0,1.0,0.2174,0.3333
10636,2,1,3,6,6,False,False,2,0.52,0.5,0.83,0.1642,4,24,28,0.1429,0.8571,1.0,0.2609,0.3333
10637,2,1,3,7,6,False,False,2,0.5,0.4848,0.88,0.1343,25,45,70,0.3571,0.6429,1.0,0.3043,0.3333
10638,2,1,3,8,6,False,False,2,0.5,0.4848,0.94,0.194,41,113,154,0.2662,0.7338,1.0,0.3478,0.3333
10639,2,1,3,9,6,False,False,2,0.52,0.5,0.83,0.1343,96,153,249,0.3855,0.6145,1.0,0.3913,0.3333
10640,2,1,3,10,6,False,False,2,0.52,0.5,0.88,0.194,148,197,345,0.429,0.571,1.0,0.4348,0.3333
10641,2,1,3,11,6,False,False,2,0.5,0.4848,0.94,0.194,98,175,273,0.359,0.641,1.0,0.4783,0.3333
10642,2,1,3,12,6,False,False,3,0.52,0.5,0.94,0.2239,61,122,183,0.3333,0.6667,1.0,0.5217,0.6667
10643,2,1,3,13,6,False,False,3,0.52,0.5,0.94,0.2537,62,134,196,0.3163,0.6837,1.0,0.5652,0.6667
10644,2,1,3,14,6,False,False,3,0.52,0.5,0.88,0.3582,63,160,223,0.2825,0.7175,1.0,0.6087,0.6667
10645,2,1,3,15,6,False,False,3,0.5,0.4848,0.94,0.4179,118,172,290,0.4069,0.5931,1.0,0.6522,0.6667
10646,2,1,3,16,6,False,False,3,0.5,0.4848,0.94,0.2985,49,128,177,0.2768,0.7232,1.0,0.6957,0.6667
10647,2,1,3,17,6,False,False,3,0.5,0.4848,0.88,0.2239,47,68,115,0.4087,0.5913,1.0,0.7391,0.6667
10648,2,1,3,18,6,False,False,3,0.46,0.4545,0.94,0.2239,27,110,137,0.1971,0.8029,1.0,0.7826,0.6667
10649,2,1,3,19,6,False,False,3,0.46,0.4545,0.94,0.1343,28,105,133,0.2105,0.7895,1.0,0.8261,0.6667
10650,2,1,3,20,6,False,False,3,0.44,0.4394,1.0,0.194,31,80,111,0.2793,0.7207,1.0,0.8696,0.6667
10651,2,1,3,21,6,False,False,3,0.44,0.4394,1.0,0.194,16,88,104,0.1538,0.8462,1.0,0.913,0.6667
10652,2,1,3,22,6,False,False,3,0.44,0.4394,1.0,0.2537,12,71,83,0.1446,0.8554,1.0,0.9565,0.6667
10653,2,1,3,23,6,False,False,2,0.44,0.4394,0.94,0.2836,17,88,105,0.1619,0.8381,1.0,1.0,0.3333
10654,2,1,3,0,0,False,False,2,0.44,0.4394,0.94,0.2836,18,62,80,0.225,0.775,0.0,0.0,0.3333
10655,2,1,3,1,0,False,False,2,0.42,0.4242,1.0,0.2537,24,65,89,0.2697,0.7303,0.0,0.0435,0.3333
10656,2,1,3,2,0,False,False,3,0.42,0.4242,1.0,0.2985,6,29,35,0.1714,0.8286,0.0,0.087,0.6667
10657,2,1,3,3,0,False,False,3,0.42,0.4242,0.94,0.2985,8,10,18,0.4444,0.5556,0.0,0.1304,0.6667
10658,2,1,3,4,0,False,False,2,0.42,0.4242,0.94,0.3284,1,7,8,0.125,0.875,0.0,0.1739,0.3333
10659,2,1,3,5,0,False,False,2,0.4,0.4091,1.0,0.2537,0,6,6,0.0,1.0,0.0,0.2174,0.3333
10660,2,1,3,6,0,False,False,2,0.4,0.4091,1.0,0.2537,5,13,18,0.2778,0.7222,0.0,0.2609,0.3333
10661,2,1,3,7,0,False,False,2,0.4,0.4091,0.94,0.3284,14,25,39,0.359,0.641,0.0,0.3043,0.3333
10662,2,1,3,8,0,False,False,2,0.4,0.4091,0.94,0.3284,21,68,89,0.236,0.764,0.0,0.3478,0.3333
10663,2,1,3,9,0,False,False,2,0.4,0.4091,0.94,0.2537,26,92,118,0.2203,0.7797,0.0,0.3913,0.3333
10664,2,1,3,10,0,False,False,2,0.4,0.4091,0.87,0.3284,78,172,250,0.312,0.688,0.0,0.4348,0.3333
10665,2,1,3,11,0,False,False,2,0.4,0.4091,0.94,0.2537,106,217,323,0.3282,0.6718,0.0,0.4783,0.3333
10666,2,1,3,12,0,False,False,2,0.4,0.4091,0.94,0.2239,122,238,360,0.3389,0.6611,0.0,0.5217,0.3333
10667,2,1,3,13,0,False,False,2,0.42,0.4242,0.88,0.1642,110,257,367,0.2997,0.7003,0.0,0.5652,0.3333
10668,2,1,3,14,0,False,False,2,0.44,0.4394,0.88,0.1642,123,291,414,0.2971,0.7029,0.0,0.6087,0.3333
10669,2,1,3,15,0,False,False,2,0.44,0.4394,0.88,0.194,139,282,421,0.3302,0.6698,0.0,0.6522,0.3333
10670,2,1,3,16,0,False,False,1,0.48,0.4697,0.77,0.0,153,339,492,0.311,0.689,0.0,0.6957,0.0
10671,2,1,3,17,0,False,False,1,0.5,0.4848,0.72,0.0896,146,273,419,0.3484,0.6516,0.0,0.7391,0.0
10672,2,1,3,18,0,False,False,1,0.5,0.4848,0.72,0.0896,202,289,491,0.4114,0.5886,0.0,0.7826,0.0
10673,2,1,3,19,0,False,False,1,0.5,0.4848,0.72,0.2537,114,261,375,0.304,0.696,0.0,0.8261,0.0
10674,2,1,3,20,0,False,False,1,0.48,0.4697,0.77,0.2239,63,196,259,0.2432,0.7568,0.0,0.8696,0.0
10675,2,1,3,21,0,False,False,1,0.48,0.4697,0.77,0.1642,25,124,149,0.1678,0.8322,0.0,0.913,0.0
10676,2,1,3,22,0,False,False,1,0.46,0.4545,0.82,0.1343,19,92,111,0.1712,0.8288,0.0,0.9565,0.0
10677,2,1,3,23,0,False,False,1,0.48,0.4697,0.82,0.1343,9,56,65,0.1385,0.8615,0.0,1.0,0.0
10678,2,1,3,0,1,False,True,2,0.48,0.4697,0.82,0.1642,10,23,33,0.303,0.697,0.1667,0.0,0.3333
10679,2,1,3,1,1,False,True,1,0.48,0.4697,0.82,0.2537,18,10,28,0.6429,0.3571,0.1667,0.0435,0.0
10680,2,1,3,2,1,False,True,1,0.46,0.4545,0.88,0.2239,14,6,20,0.7,0.3,0.1667,0.087,0.0
10681,2,1,3,3,1,False,True,1,0.46,0.4545,0.82,0.194,0,1,1,0.0,1.0,0.1667,0.1304,0.0
10682,2,1,3,4,1,False,True,1,0.44,0.4394,0.82,0.1642,0,4,4,0.0,1.0,0.1667,0.1739,0.0
10683,2,1,3,5,1,False,True,1,0.44,0.4394,0.77,0.1642,0,36,36,0.0,1.0,0.1667,0.2174,0.0
10684,2,1,3,6,1,False,True,1,0.42,0.4242,0.82,0.194,7,110,117,0.0598,0.9402,0.1667,0.2609,0.0
10685,2,1,3,7,1,False,True,1,0.44,0.4394,0.72,0.194,15,355,370,0.0405,0.9595,0.1667,0.3043,0.0
10686,2,1,3,8,1,False,True,1,0.44,0.4394,0.62,0.2239,32,625,657,0.0487,0.9513,0.1667,0.3478,0.0
10687,2,1,3,9,1,False,True,1,0.46,0.4545,0.47,0.2836,37,245,282,0.1312,0.8688,0.1667,0.3913,0.0
10688,2,1,3,10,1,False,True,1,0.5,0.4848,0.36,0.5821,55,98,153,0.3595,0.6405,0.1667,0.4348,0.0
10689,2,1,3,11,1,False,True,1,0.48,0.4697,0.31,0.5821,47,131,178,0.264,0.736,0.1667,0.4783,0.0
10690,2,1,3,12,1,False,True,1,0.48,0.4697,0.33,0.5224,63,216,279,0.2258,0.7742,0.1667,0.5217,0.0
10691,2,1,3,13,1,False,True,1,0.48,0.4697,0.29,0.6866,79,222,301,0.2625,0.7375,0.1667,0.5652,0.0
10692,2,1,3,14,1,False,True,1,0.48,0.4697,0.33,0.4478,58,159,217,0.2673,0.7327,0.1667,0.6087,0.0
10693,2,1,3,15,1,False,True,1,0.48,0.4697,0.29,0.6119,66,157,223,0.296,0.704,0.1667,0.6522,0.0
10694,2,1,3,16,1,False,True,1,0.48,0.4697,0.25,0.6418,60,245,305,0.1967,0.8033,0.1667,0.6957,0.0
10695,2,1,3,17,1,False,True,1,0.46,0.4545,0.24,0.4478,65,599,664,0.0979,0.9021,0.1667,0.7391,0.0
10696,2,1,3,18,1,False,True,1,0.44,0.4394,0.26,0.4478,90,594,684,0.1316,0.8684,0.1667,0.7826,0.0
10697,2,1,3,19,1,False,True,1,0.42,0.4242,0.24,0.3582,41,417,458,0.0895,0.9105,0.1667,0.8261,0.0
10698,2,1,3,20,1,False,True,1,0.4,0.4091,0.26,0.5224,12,209,221,0.0543,0.9457,0.1667,0.8696,0.0
10699,2,1,3,21,1,False,True,1,0.38,0.3939,0.25,0.4925,11,175,186,0.0591,0.9409,0.1667,0.913,0.0
10700,2,1,3,22,1,False,True,1,0.36,0.3333,0.25,0.3582,13,80,93,0.1398,0.8602,0.1667,0.9565,0.0
10701,2,1,3,23,1,False,True,1,0.34,0.2879,0.25,0.5224,2,46,48,0.0417,0.9583,0.1667,1.0,0.0
10702,2,1,3,0,2,False,True,1,0.32,0.2879,0.26,0.5224,1,9,10,0.1,0.9,0.3333,0.0,0.0
10703,2,1,3,1,2,False,True,1,0.3,0.2727,0.26,0.4627,1,4,5,0.2,0.8,0.3333,0.0435,0.0
10704,2,1,3,2,2,False,True,1,0.26,0.2273,0.3,0.2985,1,6,7,0.1429,0.8571,0.3333,0.087,0.0
10705,2,1,3,3,2,False,True,1,0.26,0.2273,0.3,0.3284,0,4,4,0.0,1.0,0.3333,0.1304,0.0
10706,2,1,3,4,2,False,True,1,0.24,0.2121,0.32,0.3582,0,3,3,0.0,1.0,0.3333,0.1739,0.0
10707,2,1,3,5,2,False,True,1,0.22,0.2121,0.37,0.2836,1,16,17,0.0588,0.9412,0.3333,0.2174,0.0
10708,2,1,3,6,2,False,True,1,0.22,0.2273,0.37,0.194,5,96,101,0.0495,0.9505,0.3333,0.2609,0.0
10709,2,1,3,7,2,False,True,1,0.22,0.2273,0.37,0.194,9,277,286,0.0315,0.9685,0.3333,0.3043,0.0
10710,2,1,3,8,2,False,True,1,0.22,0.2121,0.37,0.2985,14,567,581,0.0241,0.9759,0.3333,0.3478,0.0
10711,2,1,3,9,2,False,True,1,0.24,0.2273,0.38,0.194,8,259,267,0.03,0.97,0.3333,0.3913,0.0
10712,2,1,3,10,2,False,True,1,0.26,0.2576,0.35,0.2239,20,118,138,0.1449,0.8551,0.3333,0.4348,0.0
10713,2,1,3,11,2,False,True,1,0.3,0.303,0.31,0.1642,34,141,175,0.1943,0.8057,0.3333,0.4783,0.0
10714,2,1,3,12,2,False,True,1,0.32,0.3182,0.31,0.1642,34,186,220,0.1545,0.8455,0.3333,0.5217,0.0
10715,2,1,3,13,2,False,True,1,0.36,0.3485,0.27,0.0,46,165,211,0.218,0.782,0.3333,0.5652,0.0
10716,2,1,3,14,2,False,True,1,0.4,0.4091,0.24,0.1343,37,147,184,0.2011,0.7989,0.3333,0.6087,0.0
10717,2,1,3,15,2,False,True,1,0.42,0.4242,0.2,0.0,42,158,200,0.21,0.79,0.3333,0.6522,0.0
10718,2,1,3,16,2,False,True,1,0.42,0.4242,0.2,0.0,38,267,305,0.1246,0.8754,0.3333,0.6957,0.0
10719,2,1,3,17,2,False,True,1,0.44,0.4394,0.16,0.0,72,542,614,0.1173,0.8827,0.3333,0.7391,0.0
10720,2,1,3,18,2,False,True,1,0.42,0.4242,0.17,0.0896,67,577,644,0.104,0.896,0.3333,0.7826,0.0
10721,2,1,3,19,2,False,True,1,0.42,0.4242,0.17,0.0,40,377,417,0.0959,0.9041,0.3333,0.8261,0.0
10722,2,1,3,20,2,False,True,1,0.42,0.4242,0.17,0.0896,28,266,294,0.0952,0.9048,0.3333,0.8696,0.0
10723,2,1,3,21,2,False,True,1,0.36,0.3485,0.37,0.1642,21,200,221,0.095,0.905,0.3333,0.913,0.0
10724,2,1,3,22,2,False,True,1,0.36,0.3485,0.37,0.1343,7,127,134,0.0522,0.9478,0.3333,0.9565,0.0
10725,2,1,3,23,2,False,True,1,0.36,0.3485,0.37,0.194,5,59,64,0.0781,0.9219,0.3333,1.0,0.0
10726,2,1,3,0,3,False,True,1,0.36,0.3333,0.4,0.2836,1,29,30,0.0333,0.9667,0.5,0.0,0.0
10727,2,1,3,1,3,False,True,1,0.36,0.3333,0.46,0.2985,0,8,8,0.0,1.0,0.5,0.0435,0.0
10728,2,1,3,2,3,False,True,1,0.34,0.303,0.49,0.2985,0,3,3,0.0,1.0,0.5,0.087,0.0
10729,2,1,3,3,3,False,True,1,0.34,0.303,0.42,0.3284,1,4,5,0.2,0.8,0.5,0.1304,0.0
10730,2,1,3,4,3,False,True,1,0.36,0.3333,0.43,0.2985,1,0,1,1.0,0.0,0.5,0.1739,0.0
10731,2,1,3,5,3,False,True,1,0.36,0.3333,0.43,0.2985,2,38,40,0.05,0.95,0.5,0.2174,0.0
10732,2,1,3,6,3,False,True,1,0.36,0.3333,0.46,0.3582,4,111,115,0.0348,0.9652,0.5,0.2609,0.0
10733,2,1,3,7,3,False,True,1,0.36,0.3333,0.46,0.3284,10,348,358,0.0279,0.9721,0.5,0.3043,0.0
10734,2,1,3,8,3,False,True,1,0.38,0.3939,0.46,0.3582,19,639,658,0.0289,0.9711,0.5,0.3478,0.0
10735,2,1,3,9,3,False,True,1,0.4,0.4091,0.43,0.4478,16,298,314,0.051,0.949,0.5,0.3913,0.0
10736,2,1,3,10,3,False,True,1,0.46,0.4545,0.41,0.4179,33,140,173,0.1908,0.8092,0.5,0.4348,0.0
10737,2,1,3,11,3,False,True,1,0.5,0.4848,0.42,0.3881,54,168,222,0.2432,0.7568,0.5,0.4783,0.0
10738,2,1,3,12,3,False,True,2,0.54,0.5152,0.39,0.3582,50,218,268,0.1866,0.8134,0.5,0.5217,0.3333
10739,2,1,3,13,3,False,True,1,0.56,0.5303,0.43,0.3284,60,213,273,0.2198,0.7802,0.5,0.5652,0.0
10740,2,1,3,14,3,False,True,1,0.62,0.6212,0.38,0.3582,52,169,221,0.2353,0.7647,0.5,0.6087,0.0
10741,2,1,3,15,3,False,True,2,0.62,0.6212,0.41,0.2985,47,152,199,0.2362,0.7638,0.5,0.6522,0.3333
10742,2,1,3,16,3,False,True,3,0.62,0.6212,0.43,0.0896,51,170,221,0.2308,0.7692,0.5,0.6957,0.6667
10743,2,1,3,17,3,False,True,1,0.6,0.6061,0.6,0.2239,72,532,604,0.1192,0.8808,0.5,0.7391,0.0
10744,2,1,3,18,3,False,True,1,0.6,0.6061,0.6,0.2239,61,580,641,0.0952,0.9048,0.5,0.7826,0.0
10745,2,1,3,19,3,False,True,1,0.6,0.6212,0.56,0.194,41,415,456,0.0899,0.9101,0.5,0.8261,0.0
10746,2,1,3,20,3,False,True,1,0.6,0.6212,0.56,0.2985,38,324,362,0.105,0.895,0.5,0.8696,0.0
10747,2,1,3,21,3,False,True,1,0.58,0.5455,0.6,0.2537,28,233,261,0.1073,0.8927,0.5,0.913,0.0
10748,2,1,3,22,3,False,True,1,0.56,0.5303,0.64,0.1343,21,151,172,0.1221,0.8779,0.5,0.9565,0.0
10749,2,1,3,23,3,False,True,1,0.54,0.5152,0.68,0.1343,12,81,93,0.129,0.871,0.5,1.0,0.0
10750,2,1,3,0,4,False,True,1,0.54,0.5152,0.68,0.194,10,38,48,0.2083,0.7917,0.6667,0.0,0.0
10751,2,1,3,1,4,False,True,1,0.56,0.5303,0.6,0.1343,15,18,33,0.4545,0.5455,0.6667,0.0435,0.0
10752,2,1,3,2,4,False,True,1,0.6,0.6061,0.28,0.2985,0,6,6,0.0,1.0,0.6667,0.087,0.0
10753,2,1,3,3,4,False,True,1,0.58,0.5455,0.28,0.2537,1,4,5,0.2,0.8,0.6667,0.1304,0.0
10754,2,1,3,4,4,False,True,1,0.52,0.5,0.36,0.2537,1,8,9,0.1111,0.8889,0.6667,0.1739,0.0
10755,2,1,3,5,4,False,True,1,0.5,0.4848,0.45,0.2239,2,30,32,0.0625,0.9375,0.6667,0.2174,0.0
10756,2,1,3,6,4,False,True,1,0.46,0.4545,0.59,0.2537,3,114,117,0.0256,0.9744,0.6667,0.2609,0.0
10757,2,1,3,7,4,False,True,1,0.46,0.4545,0.51,0.3582,14,353,367,0.0381,0.9619,0.6667,0.3043,0.0
10758,2,1,3,8,4,False,True,1,0.46,0.4545,0.47,0.4179,26,628,654,0.0398,0.9602,0.6667,0.3478,0.0
10759,2,1,3,9,4,False,True,1,0.48,0.4697,0.48,0.4179,22,299,321,0.0685,0.9315,0.6667,0.3913,0.0
10760,2,1,3,10,4,False,True,1,0.46,0.4545,0.47,0.4478,42,124,166,0.253,0.747,0.6667,0.4348,0.0
10761,2,1,3,11,4,False,True,1,0.5,0.4848,0.45,0.4179,54,166,220,0.2455,0.7545,0.6667,0.4783,0.0
10762,2,1,3,12,4,False,True,1,0.5,0.4848,0.42,0.4925,64,228,292,0.2192,0.7808,0.6667,0.5217,0.0
10763,2,1,3,13,4,False,True,1,0.46,0.4545,0.44,0.3284,50,223,273,0.1832,0.8168,0.6667,0.5652,0.0
10764,2,1,3,14,4,False,True,1,0.5,0.4848,0.42,0.3582,63,175,238,0.2647,0.7353,0.6667,0.6087,0.0
10765,2,1,3,15,4,False,True,1,0.52,0.5,0.39,0.3582,109,198,307,0.355,0.645,0.6667,0.6522,0.0
10766,2,1,3,16,4,False,True,1,0.52,0.5,0.36,0.3284,67,321,388,0.1727,0.8273,0.6667,0.6957,0.0
10767,2,1,3,17,4,False,True,1,0.52,0.5,0.38,0.3881,83,620,703,0.1181,0.8819,0.6667,0.7391,0.0
10768,2,1,3,18,4,False,True,1,0.5,0.4848,0.39,0.2985,83,598,681,0.1219,0.8781,0.6667,0.7826,0.0
10769,2,1,3,19,4,False,True,1,0.48,0.4697,0.39,0.2836,47,421,468,0.1004,0.8996,0.6667,0.8261,0.0
10770,2,1,3,20,4,False,True,1,0.46,0.4545,0.38,0.2985,34,301,335,0.1015,0.8985,0.6667,0.8696,0.0
10771,2,1,3,21,4,False,True,1,0.44,0.4394,0.44,0.2836,10,214,224,0.0446,0.9554,0.6667,0.913,0.0
10772,2,1,3,22,4,False,True,1,0.42,0.4242,0.44,0.2836,17,135,152,0.1118,0.8882,0.6667,0.9565,0.0
10773,2,1,3,23,4,False,True,1,0.42,0.4242,0.47,0.2985,17,77,94,0.1809,0.8191,0.6667,1.0,0.0
10774,2,1,3,0,5,False,True,1,0.4,0.4091,0.47,0.2985,10,49,59,0.1695,0.8305,0.8333,0.0,0.0
10775,2,1,3,1,5,False,True,1,0.38,0.3939,0.5,0.2836,6,21,27,0.2222,0.7778,0.8333,0.0435,0.0
10776,2,1,3,2,5,False,True,1,0.36,0.3333,0.53,0.2985,1,6,7,0.1429,0.8571,0.8333,0.087,0.0
10777,2,1,3,3,5,False,True,1,0.34,0.3333,0.61,0.1343,0,7,7,0.0,1.0,0.8333,0.1304,0.0
10778,2,1,3,4,5,False,True,1,0.34,0.3485,0.53,0.0896,1,1,2,0.5,0.5,0.8333,0.1739,0.0
10779,2,1,3,5,5,False,True,1,0.32,0.3333,0.61,0.0896,0,26,26,0.0,1.0,0.8333,0.2174,0.0
10780,2,1,3,6,5,False,True,1,0.32,0.3333,0.57,0.1343,5,81,86,0.0581,0.9419,0.8333,0.2609,0.0
10781,2,1,3,7,5,False,True,1,0.32,0.3182,0.57,0.1642,9,280,289,0.0311,0.9689,0.8333,0.3043,0.0
10782,2,1,3,8,5,False,True,1,0.32,0.3182,0.66,0.1642,38,555,593,0.0641,0.9359,0.8333,0.3478,0.0
10783,2,1,3,9,5,False,True,1,0.34,0.3333,0.57,0.1642,29,292,321,0.0903,0.9097,0.8333,0.3913,0.0
10784,2,1,3,10,5,False,True,2,0.36,0.3636,0.57,0.1045,50,137,187,0.2674,0.7326,0.8333,0.4348,0.3333
10785,2,1,3,11,5,False,True,2,0.36,0.3788,0.53,0.0,48,153,201,0.2388,0.7612,0.8333,0.4783,0.3333
10786,2,1,3,12,5,False,True,2,0.38,0.3939,0.54,0.0,62,208,270,0.2296,0.7704,0.8333,0.5217,0.3333
10787,2,1,3,13,5,False,True,3,0.4,0.4091,0.5,0.0,44,198,242,0.1818,0.8182,0.8333,0.5652,0.6667
10788,2,1,3,14,5,False,True,3,0.4,0.4091,0.54,0.0,56,173,229,0.2445,0.7555,0.8333,0.6087,0.6667
10789,2,1,3,15,5,False,True,3,0.42,0.4242,0.54,0.0,73,207,280,0.2607,0.7393,0.8333,0.6522,0.6667
10790,2,1,3,16,5,False,True,3,0.4,0.4091,0.62,0.2836,75,292,367,0.2044,0.7956,0.8333,0.6957,0.6667
10791,2,1,3,17,5,False,True,2,0.4,0.4091,0.62,0.2239,93,513,606,0.1535,0.8465,0.8333,0.7391,0.3333
10792,2,1,3,18,5,False,True,1,0.42,0.4242,0.54,0.194,68,492,560,0.1214,0.8786,0.8333,0.7826,0.0
10793,2,1,3,19,5,False,True,1,0.4,0.4091,0.62,0.2239,42,353,395,0.1063,0.8937,0.8333,0.8261,0.0
10794,2,1,3,20,5,False,True,1,0.4,0.4091,0.62,0.1642,17,192,209,0.0813,0.9187,0.8333,0.8696,0.0
10795,2,1,3,21,5,False,True,1,0.38,0.3939,0.66,0.1343,30,190,220,0.1364,0.8636,0.8333,0.913,0.0
10796,2,1,3,22,5,False,True,1,0.36,0.3485,0.71,0.1642,23,130,153,0.1503,0.8497,0.8333,0.9565,0.0
10797,2,1,3,23,5,False,True,1,0.36,0.3788,0.71,0.0,16,107,123,0.1301,0.8699,0.8333,1.0,0.0
10798,2,1,3,0,6,False,False,1,0.38,0.3939,0.82,0.194,12,80,92,0.1304,0.8696,1.0,0.0,0.0
10799,2,1,3,1,6,False,False,2,0.4,0.4091,0.76,0.194,17,65,82,0.2073,0.7927,1.0,0.0435,0.3333
10800,2,1,3,2,6,False,False,2,0.42,0.4242,0.77,0.2537,14,55,69,0.2029,0.7971,1.0,0.087,0.3333
10801,2,1,3,3,6,False,False,1,0.4,0.4091,0.82,0.2537,10,21,31,0.3226,0.6774,1.0,0.1304,0.0
